gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
0,0,0,0,51,1,0,19.1,1007.8,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False
0,1,0,0,51,1,0,25.0,1260.7,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False
0,0,1,1,51,1,1,69.75,3562.5,0,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False
0,0,0,0,51,1,0,59.9,3043.6,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
0,0,1,1,51,1,1,80.75,4116.9,0,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0,0,1,1,51,1,0,84.2,4299.75,0,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
0,0,1,1,51,0,0,59.3,3014.65,1,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False
0,1,1,0,51,1,1,93.65,4839.15,0,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False
0,0,0,0,51,0,1,56.4,2928.5,0,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False
0,0,1,1,51,1,0,19.55,1086.75,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
0,0,0,0,51,1,1,19.85,996.95,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False
0,0,1,0,51,1,1,60.5,3145.15,0,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
0,1,1,0,51,1,1,93.8,4750.95,1,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
0,0,1,1,51,1,1,79.15,4018.55,0,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1,0,51,1,1,94.65,4812.75,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
0,0,1,1,51,1,1,90.15,4554.85,0,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False
0,0,0,0,51,1,0,87.55,4475.9,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False
0,0,0,0,51,1,0,81.0,4085.75,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1,0,51,1,1,96.4,4911.05,0,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False
0,0,1,0,51,0,1,30.05,1529.45,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,0,51,1,1,81.15,4126.2,0,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False
0,0,1,1,51,1,0,19.4,997.75,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
0,0,0,0,51,1,1,87.35,4473.0,0,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False
0,0,1,0,51,1,0,25.5,1281.25,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,1,1,0,51,1,1,77.5,3807.35,1,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,0,51,1,1,93.5,4619.55,0,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
0,0,0,0,51,1,0,107.45,5680.9,0,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False
0,1,0,0,51,1,0,19.6,967.9,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
0,0,1,0,51,1,1,111.55,5720.35,0,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False
0,1,0,0,51,1,1,79.6,3974.7,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
0,0,0,0,51,1,0,83.4,4149.45,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,0,1,1,51,0,1,56.15,2898.95,0,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False
0,0,1,1,51,1,1,93.8,4539.35,0,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0,1,0,51,1,1,83.85,4307.1,0,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
0,0,0,0,51,1,0,20.45,1042.65,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,1,0,0,51,1,1,97.8,4913.3,1,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
0,0,0,1,51,1,0,47.85,2356.75,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
0,0,1,1,51,1,0,19.95,1028.75,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,0,0,0,51,1,1,111.5,5703.25,0,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False
0,0,1,1,51,1,1,76.4,3966.3,0,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False
0,0,1,0,51,1,1,106.8,5498.8,0,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False
0,0,0,0,51,1,1,24.6,1266.4,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False
0,0,1,1,51,1,1,95.15,5000.05,0,False,True,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True
0,0,1,1,51,1,0,60.5,3121.45,0,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False
0,0,0,0,51,1,0,24.75,1234.6,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,0,0,0,51,1,0,86.35,4267.15,0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
0,0,1,1,51,1,1,24.95,1222.25,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,0,0,0,51,0,1,44.45,2181.55,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
0,0,1,0,51,0,1,49.65,2553.35,0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
0,0,1,1,51,1,0,85.5,4421.95,0,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
0,1,1,0,51,0,1,29.45,1459.35,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,1,0,51,1,0,69.15,3649.6,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,0,1,51,0,0,60.15,3077.0,0,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,False,False
0,0,1,0,51,1,1,98.85,4947.55,0,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False
0,0,1,0,51,1,1,78.65,3950.85,0,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,True,False,False
0,1,0,0,51,1,1,94.0,4905.75,0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False
0,0,1,0,51,1,1,90.35,4614.55,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False
0,0,1,1,51,0,0,34.2,1782.0,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0,0,0,0,51,1,0,24.95,1288.0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,0,0,0,51,1,1,99.0,5038.15,0,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False
0,0,0,0,51,1,0,80.0,4242.35,1,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0,0,1,1,52,1,1,93.25,4631.7,0,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0,1,1,0,52,1,1,104.45,5481.25,0,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,False,False
0,0,1,1,52,1,0,98.15,4993.4,0,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
0,0,1,0,52,1,0,94.6,5025.8,0,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False
0,0,0,0,52,1,0,53.75,2790.65,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
0,0,1,1,52,0,0,44.25,2276.1,0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False
0,0,1,1,52,1,1,25.05,1270.25,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,1,1,0,52,1,1,105.1,5376.4,0,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False
0,0,0,0,52,1,1,89.45,4577.75,0,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False
0,1,1,1,52,1,1,80.85,4079.55,0,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False
0,0,1,0,52,0,0,66.25,3330.1,0,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
0,0,1,0,52,1,1,106.3,5487.0,0,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
0,0,1,0,52,1,1,105.05,5624.85,1,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False
0,1,1,0,52,1,1,104.2,5568.35,1,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
0,0,1,1,52,1,0,79.2,4016.3,0,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False
0,0,1,1,52,1,1,20.4,1090.65,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False
0,0,1,0,52,1,1,81.4,4354.45,0,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,False,False
0,0,1,1,52,1,0,24.55,1331.05,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,0,1,0,52,0,1,39.9,2020.9,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0,1,1,52,1,0,101.25,5301.1,0,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False
0,0,1,1,52,1,1,95.7,4976.15,0,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False
0,0,1,1,52,1,1,84.05,4326.8,0,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
0,0,1,1,52,1,0,20.1,1078.75,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,0,0,0,52,1,1,80.2,4297.6,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
0,0,0,0,52,1,1,111.25,5916.45,1,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,True,False,False
0,0,1,0,52,1,1,64.3,3410.6,0,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True
0,0,1,0,52,1,0,84.1,4348.65,1,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,1,1,52,1,1,68.75,3482.85,0,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False
0,1,0,0,52,0,1,49.15,2550.9,1,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
0,0,0,0,52,0,0,30.1,1623.4,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
0,0,0,0,52,1,1,83.8,4331.4,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
0,0,0,0,52,0,0,63.9,3334.95,0,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
0,0,0,0,52,1,1,89.25,4652.4,0,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
0,0,0,1,52,1,0,19.65,928.4,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
0,0,0,0,52,1,0,91.25,4738.3,0,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
0,0,0,0,52,1,1,109.3,5731.4,0,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False
0,0,0,0,52,1,1,49.75,2535.55,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1,1,52,0,0,50.2,2554.0,0,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True
0,0,0,0,52,1,0,19.65,1025.05,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,0,1,0,52,0,0,35.45,1958.95,0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
0,0,1,1,52,1,0,25.75,1345.85,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,0,1,0,52,1,1,102.7,5138.1,0,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False
0,0,1,1,52,1,0,19.6,1012.4,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
0,1,0,0,52,1,1,110.75,5832.0,0,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False
0,0,0,0,52,1,1,103.05,5364.8,0,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False
0,0,0,0,52,1,0,57.95,3042.25,0,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False
0,0,0,0,52,1,1,85.35,4338.6,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0,0,0,52,1,1,59.45,3043.7,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
0,0,0,0,52,1,1,63.25,3342.45,0,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False
0,1,0,0,52,1,0,59.85,3103.25,0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
0,1,0,0,52,1,1,72.95,3829.75,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,1,0,0,52,0,1,48.8,2555.05,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
0,0,1,1,52,1,0,19.35,1031.7,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,0,1,1,52,1,1,50.95,2610.65,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
0,0,1,0,52,1,1,91.6,4627.8,0,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False
0,0,1,1,52,1,0,100.3,5244.45,0,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False
0,0,0,0,52,1,1,105.0,5426.85,1,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False
0,0,0,0,52,0,1,58.75,3038.55,0,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False
0,0,0,0,52,1,1,79.75,4217.8,0,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False
0,0,1,1,52,1,0,23.05,1255.1,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,0,1,1,52,1,0,19.85,1070.5,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,0,0,0,52,1,0,74.0,3877.65,0,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False
0,0,1,1,52,1,0,85.8,4433.3,0,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False
0,0,1,0,52,1,1,95.65,5088.4,0,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False
0,0,1,1,52,1,1,96.25,4990.25,1,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False
0,1,0,0,52,1,0,108.1,5839.3,0,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False
0,0,1,1,52,1,0,24.8,1229.1,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,0,1,0,52,1,0,61.35,3169.55,0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
0,1,0,0,52,0,1,50.5,2566.3,0,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False
0,0,0,1,52,1,0,25.6,1334.5,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
0,0,1,0,52,1,1,75.4,3865.45,0,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,False,True
0,0,0,1,52,1,1,85.15,4461.85,0,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True
0,0,1,1,52,1,1,20.85,1071.6,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
0,0,1,1,52,1,0,19.2,1054.75,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,0,0,0,52,1,1,80.95,4233.95,0,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False
0,1,1,0,52,1,1,109.1,5647.95,0,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False
0,0,0,0,52,1,0,20.65,1022.95,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
0,1,1,0,52,1,1,106.5,5621.85,0,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False
0,0,0,0,52,1,0,21.0,1107.2,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,0,0,0,52,0,0,39.1,1982.1,0,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True
0,0,0,0,53,1,1,100.3,5200.8,0,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,False,True
0,0,0,0,53,1,0,20.25,1048.45,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,0,1,0,53,1,1,111.8,5809.75,0,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False
0,0,0,0,53,1,1,106.95,5785.5,1,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False
0,0,0,0,53,0,0,54.9,3045.75,0,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False
0,0,1,1,53,1,1,78.75,3942.45,0,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,False,True
0,0,0,0,53,1,0,85.45,4517.25,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,0,0,0,53,1,0,105.55,5682.25,0,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False
0,0,0,0,53,1,1,80.6,4348.1,0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
0,0,1,0,53,1,1,91.15,4862.5,0,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False
0,0,1,1,53,1,0,85.7,4616.1,0,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False
0,1,1,0,53,1,1,94.0,4871.45,0,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False
0,0,0,0,53,1,0,19.5,1050.5,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
0,0,1,0,53,1,0,19.05,990.45,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
0,1,1,0,53,1,1,95.85,5016.25,0,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False
0,0,1,1,53,1,1,69.7,3729.6,0,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True
0,1,1,0,53,1,0,25.1,1275.6,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
0,0,0,0,53,1,0,19.85,1049.6,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
0,0,1,1,53,1,1,105.25,5576.3,0,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False
0,0,1,0,53,0,1,60.45,3184.25,1,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False
0,0,1,0,53,1,0,77.4,4155.95,0,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False
0,0,0,1,53,1,0,62.85,3419.5,0,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False
0,1,0,0,53,1,1,96.75,5206.55,0,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True
0,0,1,1,53,1,0,64.15,3491.55,0,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
0,0,0,0,53,1,1,73.9,3958.25,0,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False
0,0,0,0,53,1,1,61.1,3357.9,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False
0,0,1,0,53,1,1,94.85,5000.2,1,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False
0,0,1,0,53,1,0,74.1,3833.95,0,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False
0,0,1,1,53,1,1,92.55,4779.45,0,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False
0,0,0,0,53,1,0,19.65,978.0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,0,1,1,53,1,0,69.7,3686.05,0,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
0,0,1,0,53,1,1,106.1,5769.75,1,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False
0,0,0,0,53,0,1,53.6,2879.2,0,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False
0,0,0,1,53,1,1,84.6,4449.75,0,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False
0,0,0,1,53,1,0,19.75,1052.35,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,0,1,0,53,1,1,93.45,4872.2,0,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,True,False
0,0,1,1,53,0,1,48.7,2495.2,0,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
0,0,1,1,53,1,0,25.55,1336.1,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
0,0,1,1,53,1,1,19.85,1039.45,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False
0,0,1,1,53,1,0,20.2,1068.15,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
0,1,1,0,53,1,1,60.05,3229.65,1,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
0,0,0,0,53,1,0,18.7,1005.7,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,0,1,1,53,1,1,19.4,1110.35,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,0,1,1,53,1,0,60.6,3297.0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False
0,0,1,1,53,1,1,104.05,5566.4,0,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False
0,0,1,0,53,1,0,97.75,5043.2,0,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False
